region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_0,2,0,72,15.05157225014594,0.0,4.5993802364950165,0.0,-6.182433117207813,0.0,0.0,0.0,0.0,11.995368825779968,0.0,0.0,0.0,0.0,0.0,11.995368825779968,13.468519369433144,-1.4731505436531762
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_1,2,1,73,2.71057198606549e8,0.0,9.052748679799746e7,0.0,-1.272723288771461e8,0.0,0.0,0.0,0.0,2.3431234341087922e8,0.0,0.0,0.0,0.0,0.0,2.3431234341087922e8,2.343123565274004e8,-13.116521179676056
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_2,2,2,74,19.091974327163523,0.0,6.314625288541065,0.0,-8.2503641362264,0.0,0.0,0.0,0.0,15.718399201854671,0.0,0.0,0.0,0.0,0.0,15.718399201854671,17.15623547947819,-1.4378362776235196
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_3,2,3,75,4.195548949877241,0.0,1.2338342695346218,0.0,-1.476794591427467,0.0,0.0,0.0,0.0,2.9028884401877266,0.0,0.0,0.0,0.0,0.0,2.9028884401877266,3.9525886279843965,-1.0497001877966698
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_4,2,4,76,4.473289434741164,0.0,1.205913689223958,0.0,-1.5242623503929302,0.0,0.0,0.0,0.0,3.04997437117792,0.0,0.0,0.0,0.0,0.0,3.04997437117792,4.154940773572192,-1.1049664023942718
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_5,2,5,77,6.077666820969649,0.0,1.7142056651117326,0.0,-2.0806252085366235,0.0,0.0,0.0,0.0,4.202392983975293,0.0,0.0,0.0,0.0,0.0,4.202392983975293,5.711247277544759,-1.508854293569466
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_6,2,6,78,3.1717282822499455,0.0,0.7805020991249471,0.0,-0.9471916230201134,0.0,0.0,0.0,0.0,1.9171647245344383,0.0,0.0,0.0,0.0,0.0,1.9171647245344383,3.0050387583547793,-1.087874033820341
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_7,2,7,79,3.0157399742706974,0.0,0.8016610751016208,0.0,-0.878809859863219,0.0,0.0,0.0,0.0,1.7827078062627988,0.0,0.0,0.0,0.0,0.0,1.7827078062627988,2.938591189509099,-1.1558833832463
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_8,2,8,80,4.314574966605695,0.0,1.0876951349290198,0.0,-1.2416407877486944,0.0,0.0,0.0,0.0,2.514698864030526,0.0,0.0,0.0,0.0,0.0,2.514698864030526,4.160629313786021,-1.6459304497554954
TRE,TRE_trans_light_duty_1,1,1,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0483115270700043e8,6.771475479978408e8,0.0,0.0,0.0,0.0,0.0,6.771475479978408e8,5.0483115270700043e8,1.7231639529084033e8
TRE_WEST,TRE_WEST_trans_light_duty_1,2,1,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3730544497575082e7,3.232013282420681e7,0.0,0.0,0.0,0.0,0.0,3.232013282420681e7,2.3730544497575082e7,8.589588326631729e6
TRE,TRE_comm_water_heat_1,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59715330000162e6,1.3601673821341146e7,0.0,0.0,0.0,0.0,0.0,1.3601673821341146e7,9.59715330000162e6,4.0045205213395264e6
TRE_WEST,TRE_WEST_comm_water_heat_1,2,1,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452646.0518257091,659753.9232200853,0.0,0.0,0.0,0.0,0.0,659753.9232200853,452646.0518257091,207107.8713943762
TRE,TRE_res_water_heat_1,1,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1710429729091648e7,4.811973233712516e7,0.0,0.0,0.0,0.0,0.0,4.811973233712516e7,3.1710429729091648e7,1.6409302608033512e7
TRE_WEST,TRE_WEST_res_water_heat_1,2,1,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5013738902514216e6,2.3569747580073243e6,0.0,0.0,0.0,0.0,0.0,2.3569747580073243e6,1.5013738902514216e6,855600.8677559027
TRE,TRE_comm_space_heat_cool_1,1,1,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.563179054637238e7,1.0117311264956479e8,0.0,0.0,0.0,0.0,0.0,1.0117311264956479e8,8.563179054637238e7,1.5541322103192404e7
TRE_WEST,TRE_WEST_comm_space_heat_cool_1,2,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0082470981197627e6,4.828335186076954e6,0.0,0.0,0.0,0.0,0.0,4.828335186076954e6,4.0082470981197627e6,820088.0879571913
TRE,TRE_res_space_heat_cool_1,1,1,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3707297220407495e8,2.930277212786309e8,0.0,0.0,0.0,0.0,0.0,2.930277212786309e8,2.3707297220407495e8,5.595474907455596e7
TRE_WEST,TRE_WEST_res_space_heat_cool_1,2,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1149705134632865e7,1.4069108539819336e7,0.0,0.0,0.0,0.0,0.0,1.4069108539819336e7,1.1149705134632865e7,2.9194034051864706e6
